filename, language, JSON, JSON with Comments, Ini, Lua, XML, Papyrus, HLSL, comment, blank, total
_bin\soltest\data\forms\resources\dye_black.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_blue.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_brown.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_cyan.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_darkgray.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_gray.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_green.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_lightblue.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_lightgray.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_lime.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_magenta.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_orange.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_pink.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_purple.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_red.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_white.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\dye_yellow.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\electrofiber.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\electronic_components.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\fur.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\glass.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\gold.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\hydrogen.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\iron.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\leather.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\nanofiber.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\oxygen.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\paper.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\plastic.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\rubber.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\salt.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\sand.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\silicon.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\resources\silver.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\steel.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\stone.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\synthskin.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\water.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
_bin\soltest\data\forms\resources\water_ice.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
_bin\soltest\data\forms\resources\wood.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\scenarios\debug_sol_space.json, JSON, 36, 0, 0, 0, 0, 0, 0, 3, 1, 40
_bin\soltest\data\forms\spaceships\Libra.json, JSON, 107, 0, 0, 0, 0, 0, 0, 1, 1, 109
_bin\soltest\data\forms\spaceships\Midnight.json, JSON, 99, 0, 0, 0, 0, 0, 0, 2, 4, 105
_bin\soltest\data\forms\spaceships\Sevneka.json, JSON, 74, 0, 0, 0, 0, 0, 0, 7, 0, 81
_bin\soltest\data\forms\species\anthro.feline.json, JSON, 147, 0, 0, 0, 0, 0, 0, 11, 3, 161
_bin\soltest\data\forms\species\anthro.json, JSON, 164, 0, 0, 0, 0, 0, 0, 1, 3, 168
_bin\soltest\data\forms\species\anthroid.json, JSON, 53, 0, 0, 0, 0, 0, 0, 0, 0, 53
_bin\soltest\data\forms\surfacemods\gen_sdm_level.json, JSON, 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
_bin\soltest\data\forms\surfacemods\gensokyo.json, JSON, 27, 0, 0, 0, 0, 0, 0, 0, 6, 33
_bin\soltest\data\forms\surfacemods\round_crater_small.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
_bin\soltest\data\forms\surfacemods\round_level.json, JSON, 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
_bin\soltest\data\forms\surfacemods\round_noinstances.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
_bin\soltest\data\forms\surfacemods\round_sdm_lake_test.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
_bin\soltest\data\forms\surfacemods\test_earth.json, JSON, 35, 0, 0, 0, 0, 0, 0, 0, 6, 41
_bin\soltest\data\lua\.metadata\.plugins\org.eclipse.dltk.ui\dialog_settings.xml, XML, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
_bin\soltest\data\lua\.metadata\.plugins\org.eclipse.ui.workbench\dialog_settings.xml, XML, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
_bin\soltest\data\lua\.metadata\.plugins\org.eclipse.ui.workbench\workingsets.xml, XML, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
_bin\soltest\data\lua\.metadata\version.ini, Ini, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
_bin\soltest\data\lua\_dump\ActorControllerOld.lua, Lua, 0, 0, 0, 621, 0, 0, 0, 55, 104, 780
_bin\soltest\data\lua\_dump\abilities\swap.lua, Lua, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
_bin\soltest\data\lua\_dump\angle.lua, Lua, 0, 0, 0, 37, 0, 0, 0, 4, 8, 49
_bin\soltest\data\lua\_dump\base_actor.lua, Lua, 0, 0, 0, 1451, 0, 0, 0, 230, 211, 1892
_bin\soltest\data\lua\_dump\entity.lua, Lua, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
_bin\soltest\data\lua\_dump\generators_old\defaultsystem.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\lua\_dump\generators_old\defaultsystem.lua, Lua, 0, 0, 0, 138, 0, 0, 0, 1, 28, 167
_bin\soltest\data\lua\_dump\generators_old\emptygen.lua, Lua, 0, 0, 0, 4, 0, 0, 0, 0, 6, 10
_bin\soltest\data\lua\_dump\generators_old\emptysystem.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\lua\_dump\generators_old\galaxygentest.lua, Lua, 0, 0, 0, 76, 0, 0, 0, 34, 20, 130
_bin\soltest\data\lua\_dump\generators_old\masseffectsystem.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\lua\_dump\generators_old\masseffectsystem.lua, Lua, 0, 0, 0, 68, 0, 0, 0, 2, 14, 84
_bin\soltest\data\lua\_dump\generators_old\old\defaultsystem.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\lua\_dump\generators_old\old\defaultsystem.lua, Lua, 0, 0, 0, 69, 0, 0, 0, 5, 14, 88
_bin\soltest\data\lua\_dump\generators_old\saga1.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\lua\_dump\generators_old\saga1.lua, Lua, 0, 0, 0, 30, 0, 0, 0, 18, 9, 57
_bin\soltest\data\lua\_dump\generators_old\spiralgalaxy.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\lua\_dump\generators_old\spiralgalaxy.lua, Lua, 0, 0, 0, 61, 0, 0, 0, 16, 14, 91
_bin\soltest\data\lua\_dump\gui\gui_button.lua, Lua, 0, 0, 0, 49, 0, 0, 0, 8, 12, 69
_bin\soltest\data\lua\_dump\oldfunctions.lua, Lua, 0, 0, 0, 47, 0, 0, 0, 7, 0, 54
_bin\soltest\data\lua\_dump\render\stages\RenderStage.lua, Lua, 0, 0, 0, 58, 0, 0, 0, 6, 11, 75
_bin\soltest\data\lua\_dump\render\stages\skyboxStage.lua, Lua, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3
_bin\soltest\data\lua\_dump\template.lua, Lua, 0, 0, 0, 17, 0, 0, 0, 0, 6, 23
_bin\soltest\data\lua\env.base\autorun\global.lua, Lua, 0, 0, 0, 200, 0, 0, 0, 12, 21, 233
_bin\soltest\data\lua\env.base\autorun\units.lua, Lua, 0, 0, 0, 62, 0, 0, 0, 5, 14, 81
_bin\soltest\data\lua\env.base\includes\hook.lua, Lua, 0, 0, 0, 47, 0, 0, 0, 1, 6, 54
_bin\soltest\data\lua\env.base\includes\math.lua, Lua, 0, 0, 0, 52, 0, 0, 0, 0, 6, 58
_bin\soltest\data\lua\env.base\includes\meta.lua, Lua, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
_bin\soltest\data\lua\env.base\includes\profiler.lua, Lua, 0, 0, 0, 28, 0, 0, 0, 2, 4, 34
_bin\soltest\data\lua\env.base\includes\structures\list.lua, Lua, 0, 0, 0, 165, 0, 0, 0, 10, 19, 194
_bin\soltest\data\lua\env.base\includes\structures\set.lua, Lua, 0, 0, 0, 55, 0, 0, 0, 1, 13, 69
_bin\soltest\data\lua\env.base\includes\structures\stack.lua, Lua, 0, 0, 0, 39, 0, 0, 0, 0, 8, 47
_bin\soltest\data\lua\env.base\includes\table.lua, Lua, 0, 0, 0, 153, 0, 0, 0, 9, 13, 175
_bin\soltest\data\lua\env.base\includes\undo.lua, Lua, 0, 0, 0, 27, 0, 0, 0, 0, 9, 36
_bin\soltest\data\lua\env.global\autorun\BehaviorGraph.lua, Lua, 0, 0, 0, 328, 0, 0, 0, 9, 19, 356
_bin\soltest\data\lua\env.global\autorun\client\startup.lua, Lua, 0, 0, 0, 229, 0, 0, 0, 79, 65, 373
_bin\soltest\data\lua\env.global\autorun\navigation.lua, Lua, 0, 0, 0, 12, 0, 0, 0, 2, 6, 20
_bin\soltest\data\lua\env.global\autorun\physcam.lua, Lua, 0, 0, 0, 39, 0, 0, 0, 15, 10, 64
_bin\soltest\data\lua\env.global\autorun\recorder.lua, Lua, 0, 0, 0, 195, 0, 0, 0, 5, 18, 218
_bin\soltest\data\lua\env.global\autorun\server\startup.lua, Lua, 0, 0, 0, 101, 0, 0, 0, 28, 36, 165
_bin\soltest\data\lua\env.global\autorun\swtest.lua, Lua, 0, 0, 0, 133, 0, 0, 0, 5, 16, 154
_bin\soltest\data\lua\env.global\autorun\test_gen.lua, Lua, 0, 0, 0, 84, 0, 0, 0, 1, 19, 104
_bin\soltest\data\lua\env.global\autorun\test_visualeffect.lua, Lua, 0, 0, 0, 173, 0, 0, 0, 20, 24, 217
_bin\soltest\data\lua\env.global\autorun\warpdrive.lua, Lua, 0, 0, 0, 101, 0, 0, 0, 3, 18, 122
_bin\soltest\data\lua\env.global\autorun\world.lua, Lua, 0, 0, 0, 155, 0, 0, 0, 1, 31, 187
_bin\soltest\data\lua\env.global\editor\character\init.lua, Lua, 0, 0, 0, 507, 0, 0, 0, 62, 41, 610
_bin\soltest\data\lua\env.global\editor\form\init.lua, Lua, 0, 0, 0, 28, 0, 0, 0, 1, 7, 36
_bin\soltest\data\lua\env.global\editor\lua\init.lua, Lua, 0, 0, 0, 25, 0, 0, 0, 1, 7, 33
_bin\soltest\data\lua\env.global\editor\map\init.lua, Lua, 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
_bin\soltest\data\lua\env.global\editor\node\init.lua, Lua, 0, 0, 0, 33, 0, 0, 0, 2, 7, 42
_bin\soltest\data\lua\env.global\editor\world\gizmo.lua, Lua, 0, 0, 0, 358, 0, 0, 0, 66, 68, 492
_bin\soltest\data\lua\env.global\editor\world\init.lua, Lua, 0, 0, 0, 494, 0, 0, 0, 71, 64, 629
_bin\soltest\data\lua\env.global\gui\old\item.lua, Lua, 0, 0, 0, 244, 0, 0, 0, 60, 24, 328
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\healthbar.lua, Lua, 0, 0, 0, 113, 0, 0, 0, 2, 17, 132
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\infobar.lua, Lua, 0, 0, 0, 161, 0, 0, 0, 2, 18, 181
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\panel_combine.lua, Lua, 0, 0, 0, 89, 0, 0, 0, 7, 3, 99
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\panel_craft.lua, Lua, 0, 0, 0, 113, 0, 0, 0, 1, 4, 118
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\panel_deconstruct.lua, Lua, 0, 0, 0, 105, 0, 0, 0, 0, 2, 107
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\panel_equipment.lua, Lua, 0, 0, 0, 131, 0, 0, 0, 10, 24, 165
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\panel_itemmerger.lua, Lua, 0, 0, 0, 99, 0, 0, 0, 3, 24, 126
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\panel_stats.lua, Lua, 0, 0, 0, 54, 0, 0, 0, 0, 11, 65
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\quickmenu.lua, Lua, 0, 0, 0, 124, 0, 0, 0, 7, 14, 145
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\valuebar.lua, Lua, 0, 0, 0, 68, 0, 0, 0, 3, 18, 89
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\window_character.lua, Lua, 0, 0, 0, 46, 0, 0, 0, 1, 6, 53
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\window_inventory.lua, Lua, 0, 0, 0, 187, 0, 0, 0, 55, 19, 261
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\window_map.lua, Lua, 0, 0, 0, 201, 0, 0, 0, 6, 7, 214
_bin\soltest\data\lua\env.global\gui\panels\actorpanels\window_npc_dialog.lua, Lua, 0, 0, 0, 85, 0, 0, 0, 3, 8, 96
_bin\soltest\data\lua\env.global\gui\panels\bar.lua, Lua, 0, 0, 0, 45, 0, 0, 0, 0, 5, 50
_bin\soltest\data\lua\env.global\gui\panels\button.lua, Lua, 0, 0, 0, 125, 0, 0, 0, 18, 20, 163
_bin\soltest\data\lua\env.global\gui\panels\checkbox.lua, Lua, 0, 0, 0, 28, 0, 0, 0, 13, 6, 47
_bin\soltest\data\lua\env.global\gui\panels\color_param.lua, Lua, 0, 0, 0, 62, 0, 0, 0, 1, 3, 66
_bin\soltest\data\lua\env.global\gui\panels\colorbox.lua, Lua, 0, 0, 0, 36, 0, 0, 0, 1, 11, 48
_bin\soltest\data\lua\env.global\gui\panels\colorhue.lua, Lua, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
_bin\soltest\data\lua\env.global\gui\panels\colorpicker.lua, Lua, 0, 0, 0, 74, 0, 0, 0, 0, 4, 78
_bin\soltest\data\lua\env.global\gui\panels\context_info.lua, Lua, 0, 0, 0, 56, 0, 0, 0, 1, 11, 68
_bin\soltest\data\lua\env.global\gui\panels\context_menu.lua, Lua, 0, 0, 0, 78, 0, 0, 0, 4, 9, 91
_bin\soltest\data\lua\env.global\gui\panels\dev\debug_loaded_assets.lua, Lua, 0, 0, 0, 91, 0, 0, 0, 4, 17, 112
_bin\soltest\data\lua\env.global\gui\panels\dev\debug_panel_menu.lua, Lua, 0, 0, 0, 180, 0, 0, 0, 1, 11, 192
_bin\soltest\data\lua\env.global\gui\panels\dev\editor_forms.lua, Lua, 0, 0, 0, 444, 0, 0, 0, 6, 32, 482
_bin\soltest\data\lua\env.global\gui\panels\dev\editor_manipulator.lua, Lua, 0, 0, 0, 146, 0, 0, 0, 1, 22, 169
_bin\soltest\data\lua\env.global\gui\panels\dev\editor_panel_assets.lua, Lua, 0, 0, 0, 367, 0, 0, 0, 5, 26, 398
_bin\soltest\data\lua\env.global\gui\panels\dev\editor_panel_character.lua, Lua, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
_bin\soltest\data\lua\env.global\gui\panels\dev\editor_panel_classtree.lua, Lua, 0, 0, 0, 241, 0, 0, 0, 10, 33, 284
_bin\soltest\data\lua\env.global\gui\panels\dev\editor_panel_node.lua, Lua, 0, 0, 0, 139, 0, 0, 0, 0, 8, 147
_bin\soltest\data\lua\env.global\gui\panels\dev\editor_point.lua, Lua, 0, 0, 0, 80, 0, 0, 0, 2, 9, 91
_bin\soltest\data\lua\env.global\gui\panels\dev\editor_wire.lua, Lua, 0, 0, 0, 70, 0, 0, 0, 0, 2, 72
_bin\soltest\data\lua\env.global\gui\panels\dev\node_properties.lua, Lua, 0, 0, 0, 398, 0, 0, 0, 29, 57, 484
_bin\soltest\data\lua\env.global\gui\panels\dev\panel_console.lua, Lua, 0, 0, 0, 250, 0, 0, 0, 63, 31, 344
_bin\soltest\data\lua\env.global\gui\panels\dev\window_console.lua, Lua, 0, 0, 0, 118, 0, 0, 0, 28, 11, 157
_bin\soltest\data\lua\env.global\gui\panels\dev\window_debug.lua, Lua, 0, 0, 0, 42, 0, 0, 0, 3, 6, 51
_bin\soltest\data\lua\env.global\gui\panels\dev\window_formviewer.lua, Lua, 0, 0, 0, 65, 0, 0, 0, 1, 16, 82
_bin\soltest\data\lua\env.global\gui\panels\dev\window_nodetree.lua, Lua, 0, 0, 0, 58, 0, 0, 0, 2, 9, 69
_bin\soltest\data\lua\env.global\gui\panels\dev\window_renderdebug.lua, Lua, 0, 0, 0, 41, 0, 0, 0, 1, 10, 52
_bin\soltest\data\lua\env.global\gui\panels\dockslot.lua, Lua, 0, 0, 0, 104, 0, 0, 0, 42, 25, 171
_bin\soltest\data\lua\env.global\gui\panels\dropdownmenu.lua, Lua, 0, 0, 0, 116, 0, 0, 0, 11, 10, 137
_bin\soltest\data\lua\env.global\gui\panels\enum_selector.lua, Lua, 0, 0, 0, 69, 0, 0, 0, 3, 5, 77
_bin\soltest\data\lua\env.global\gui\panels\files.lua, Lua, 0, 0, 0, 218, 0, 0, 0, 10, 11, 239
_bin\soltest\data\lua\env.global\gui\panels\floatcontainer.lua, Lua, 0, 0, 0, 112, 0, 0, 0, 1, 9, 122
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_anchor.lua, Lua, 0, 0, 0, 216, 0, 0, 0, 3, 35, 254
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_behavior_anchor.lua, Lua, 0, 0, 0, 47, 0, 0, 0, 0, 18, 65
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_behavior_node.lua, Lua, 0, 0, 0, 47, 0, 0, 0, 1, 9, 57
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_editor.lua, Lua, 0, 0, 0, 462, 0, 0, 0, 39, 86, 587
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_grid.lua, Lua, 0, 0, 0, 36, 0, 0, 0, 0, 11, 47
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_group.lua, Lua, 0, 0, 0, 129, 0, 0, 0, 24, 30, 183
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node.lua, Lua, 0, 0, 0, 164, 0, 0, 0, 13, 19, 196
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_assign.lua, Lua, 0, 0, 0, 64, 0, 0, 0, 1, 13, 78
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_branch.lua, Lua, 0, 0, 0, 64, 0, 0, 0, 1, 10, 75
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_compound.lua, Lua, 0, 0, 0, 126, 0, 0, 0, 9, 18, 153
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_const.lua, Lua, 0, 0, 0, 85, 0, 0, 0, 5, 11, 101
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_event.lua, Lua, 0, 0, 0, 44, 0, 0, 0, 1, 8, 53
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_for.lua, Lua, 0, 0, 0, 53, 0, 0, 0, 1, 11, 65
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_function.lua, Lua, 0, 0, 0, 111, 0, 0, 0, 9, 14, 134
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_input.lua, Lua, 0, 0, 0, 34, 0, 0, 0, 10, 7, 51
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_join.lua, Lua, 0, 0, 0, 39, 0, 0, 0, 1, 11, 51
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_output.lua, Lua, 0, 0, 0, 48, 0, 0, 0, 10, 12, 70
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_sequence.lua, Lua, 0, 0, 0, 54, 0, 0, 0, 3, 12, 69
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_var.lua, Lua, 0, 0, 0, 39, 0, 0, 0, 1, 7, 47
_bin\soltest\data\lua\env.global\gui\panels\graph\graph_node_while.lua, Lua, 0, 0, 0, 59, 0, 0, 0, 1, 10, 70
_bin\soltest\data\lua\env.global\gui\panels\grid.lua, Lua, 0, 0, 0, 28, 0, 0, 0, 1, 3, 32
_bin\soltest\data\lua\env.global\gui\panels\group.lua, Lua, 0, 0, 0, 67, 0, 0, 0, 1, 4, 72
_bin\soltest\data\lua\env.global\gui\panels\icongrid.lua, Lua, 0, 0, 0, 93, 0, 0, 0, 26, 25, 144
_bin\soltest\data\lua\env.global\gui\panels\info_popup.lua, Lua, 0, 0, 0, 64, 0, 0, 0, 1, 6, 71
_bin\soltest\data\lua\env.global\gui\panels\input_text.lua, Lua, 0, 0, 0, 202, 0, 0, 0, 12, 14, 228
_bin\soltest\data\lua\env.global\gui\panels\item.lua, Lua, 0, 0, 0, 321, 0, 0, 0, 55, 41, 417
_bin\soltest\data\lua\env.global\gui\panels\list.lua, Lua, 0, 0, 0, 128, 0, 0, 0, 3, 23, 154
_bin\soltest\data\lua\env.global\gui\panels\listbox.lua, Lua, 0, 0, 0, 58, 0, 0, 0, 0, 14, 72
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_addons.lua, Lua, 0, 0, 0, 62, 0, 0, 0, 2, 9, 73
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_dialog.lua, Lua, 0, 0, 0, 62, 0, 0, 0, 3, 19, 84
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_editors.lua, Lua, 0, 0, 0, 40, 0, 0, 0, 6, 15, 61
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_loadgame.lua, Lua, 0, 0, 0, 51, 0, 0, 0, 0, 14, 65
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_loadscreen.lua, Lua, 0, 0, 0, 17, 0, 0, 0, 1, 5, 23
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_main.lua, Lua, 0, 0, 0, 156, 0, 0, 0, 2, 14, 172
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_multiplayer.lua, Lua, 0, 0, 0, 62, 0, 0, 0, 0, 12, 74
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_savegame.lua, Lua, 0, 0, 0, 48, 0, 0, 0, 4, 12, 64
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_settings.lua, Lua, 0, 0, 0, 138, 0, 0, 0, 0, 21, 159
_bin\soltest\data\lua\env.global\gui\panels\menu\menu_singleplayer.lua, Lua, 0, 0, 0, 107, 0, 0, 0, 2, 12, 121
_bin\soltest\data\lua\env.global\gui\panels\moveable_panel.lua, Lua, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
_bin\soltest\data\lua\env.global\gui\panels\scrollbar.lua, Lua, 0, 0, 0, 152, 0, 0, 0, 2, 25, 179
_bin\soltest\data\lua\env.global\gui\panels\selector.lua, Lua, 0, 0, 0, 86, 0, 0, 0, 1, 3, 90
_bin\soltest\data\lua\env.global\gui\panels\slider.lua, Lua, 0, 0, 0, 23, 0, 0, 0, 0, 2, 25
_bin\soltest\data\lua\env.global\gui\panels\slot.lua, Lua, 0, 0, 0, 76, 0, 0, 0, 25, 9, 110
_bin\soltest\data\lua\env.global\gui\panels\tabmenu.lua, Lua, 0, 0, 0, 51, 0, 0, 0, 1, 11, 63
_bin\soltest\data\lua\env.global\gui\panels\testdragable.lua, Lua, 0, 0, 0, 314, 0, 0, 0, 19, 47, 380
_bin\soltest\data\lua\env.global\gui\panels\thumbnail.lua, Lua, 0, 0, 0, 57, 0, 0, 0, 5, 10, 72
_bin\soltest\data\lua\env.global\gui\panels\tree.lua, Lua, 0, 0, 0, 189, 0, 0, 0, 19, 25, 233
_bin\soltest\data\lua\env.global\gui\panels\viewport.lua, Lua, 0, 0, 0, 68, 0, 0, 0, 0, 8, 76
_bin\soltest\data\lua\env.global\gui\panels\window.lua, Lua, 0, 0, 0, 142, 0, 0, 0, 11, 33, 186
_bin\soltest\data\lua\env.global\gui\panels\window_chat.lua, Lua, 0, 0, 0, 156, 0, 0, 0, 11, 14, 181
_bin\soltest\data\lua\env.global\gui\panels\window_save.lua, Lua, 0, 0, 0, 42, 0, 0, 0, 1, 12, 55
_bin\soltest\data\lua\env.global\gui\panels\window_serverstatus.lua, Lua, 0, 0, 0, 54, 0, 0, 0, 1, 5, 60
_bin\soltest\data\lua\env.global\gui\panels\window_space_info.lua, Lua, 0, 0, 0, 146, 0, 0, 0, 55, 26, 227
_bin\soltest\data\lua\env.global\gui\styles\default.lua, Lua, 0, 0, 0, 28, 0, 0, 0, 0, 6, 34
_bin\soltest\data\lua\env.global\includes\class.lua, Lua, 0, 0, 0, 121, 0, 0, 0, 6, 10, 137
_bin\soltest\data\lua\env.global\includes\collidable.lua, Lua, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
_bin\soltest\data\lua\env.global\includes\coordinate.lua, Lua, 0, 0, 0, 32, 0, 0, 0, 0, 5, 37
_bin\soltest\data\lua\env.global\includes\daycycle.lua, Lua, 0, 0, 0, 63, 0, 0, 0, 2, 3, 68
_bin\soltest\data\lua\env.global\includes\enviroment.lua, Lua, 0, 0, 0, 112, 0, 0, 0, 2, 17, 131
_bin\soltest\data\lua\env.global\includes\extensions\entity.lua, Lua, 0, 0, 0, 131, 0, 0, 0, 11, 25, 167
_bin\soltest\data\lua\env.global\includes\extensions\forms.lua, Lua, 0, 0, 0, 138, 0, 0, 0, 13, 11, 162
